x,f(x)
0,0.000006
0.005,0.000201
0.01,0.000203
0.015,-0.000076
0.02,-0.000057
0.025,-0.000116
0.03,-0.000278
0.035,-0.000039
0.04,0.000107
0.045,-0.000003
0.05,0.000193
0.055,0.000337
0.06,0.000097
0.065,0.000095
0.07,0.000289
0.075,0.000088
0.08,-0.000105
0.085,0.000127
0.09,0.000176
0.095,-0.000134
0.1,-0.000112
0.105,0.000198
0.11,0.000094
0.115,-0.000227
0.12,-0.000076
0.125,0.000255
0.13,0.000083
0.135,-0.000276
0.14,-0.00012
0.145,0.000291
0.15,0.000185
0.155,-0.000267
0.16,-0.000301
0.165,0.000215
0.17,0.000389
0.175,-0.000021
0.18,-0.000493
0.185,-0.000208
0.19,0.000404
0.195,0.000491
0.2,-0.000047
0.205,-0.000707
0.21,-0.000379
0.215,0.000345
0.22,0.000827
0.225,0.000449
0.23,-0.000648
0.235,-0.001041
0.24,-0.000549
0.245,0.000546
0.25,0.001536
0.255,0.001133
0.26,-0.00025
0.265,-0.001608
0.27,-0.002353
0.275,-0.001463
0.28,0.000828
0.285,0.00299
0.29,0.004238
0.295,0.003782
0.3,0.000818
0.305,-0.003732
0.31,-0.008318
0.315,-0.011987
0.32,-0.013059
0.325,-0.009482
0.33,-0.000517
0.335,0.014193
0.34,0.035669
0.345,0.064179
0.35,0.098863
0.355,0.139385
0.36,0.185896
0.365,0.23752
0.37,0.292789
0.375,0.351133
0.38,0.412317
0.385,0.475069
0.39,0.537699
0.395,0.599486
0.4,0.660207
0.405,0.71876
0.41,0.773424
0.415,0.823269
0.42,0.868301
0.425,0.90817
0.43,0.94159
0.435,0.967363
0.44,0.985404
0.445,0.996293
0.45,1.000061
0.455,0.995904
0.46,0.983154
0.465,0.962207
0.47,0.9343
0.475,0.900448
0.48,0.860795
0.485,0.815004
0.49,0.763227
0.495,0.70665
0.5,0.64715
0.505,0.586436
0.51,0.525397
0.515,0.464128
0.52,0.402531
0.525,0.341007
0.53,0.280799
0.535,0.223832
0.54,0.172208
0.545,0.127635
0.55,0.091045
0.555,0.062488
0.56,0.041276
0.565,0.026255
0.57,0.016095
0.575,0.009518
0.58,0.005434
0.585,0.002999
0.59,0.001601
0.595,0.000828
0.6,0.000415
0.605,0.000202
0.61,0.000095
0.615,0.000044
0.62,0.00002
0.625,0.000008
0.63,0.000004
0.635,0.000001
0.64,0.000001
0.645,0
0.65,0
0.655,0
0.66,0
0.665,0
0.67,0
0.675,0
0.68,0
0.685,0
0.69,0
0.695,0
0.7,0
0.705,0
0.71,0
0.715,0
0.72,0
0.725,0
0.73,0
0.735,0
0.74,0
0.745,0
0.75,0
0.755,0
0.76,0
0.765,0
0.77,0
0.775,0
0.78,0
0.785,0
0.79,0
0.795,0
0.8,0
0.805,0
0.81,0
0.815,0
0.82,0
0.825,0
0.83,0
0.835,0
0.84,0
0.845,0
0.85,0
0.855,0
0.86,0
0.865,0
0.87,0
0.875,0
0.88,0
0.885,0
0.89,0
0.895,0
0.9,0
0.905,0
0.91,0
0.915,0
0.92,0
0.925,0
0.93,0
0.935,0
0.94,0
0.945,0
0.95,0
0.955,0
0.96,0
0.965,0
0.97,0
0.975,0
0.98,0
0.985,0
0.99,0
0.995,0
1,0
