4.440706, 4.403875,-0.016772,0.000000,0.159966
4.116905, 4.403875,0.033544,-0.155392,0.143367
3.805719, 4.374069,-0.019661,-0.289233,0.130012
3.338940, 4.307004,0.047988,-0.471293,0.462728
3.027754, 4.232489,-0.003179,-0.903276,0.181655
2.733389, 4.150522,0.018920,-1.063695,0.772268
2.485282, 4.068554,0.028619,-1.638512,1.179427
2.275021, 3.979136,0.023523,-2.382473,0.659433
2.068966, 3.867362,0.004476,-2.790113,2.724849
1.879731, 3.748137,0.093100,-4.337020,2.245072
1.707317, 3.591654,-0.026362,-5.498265,2.174287
1.530698, 3.412817,0.094187,-6.650326,6.558486
1.383516, 3.233979,0.047887,-9.546209,11.405803
1.253154, 3.040238,0.145945,-14.006846,29.168572
1.160639, 2.883756,0.103708,-22.102413,12.471518
1.068124, 2.675112,0.003035,-25.563810,-53.873983
0.984020, 2.526080,-0.384115,-11.970711,-14.812196
0.862069, 2.421759,0.163826,-6.551615,12.640713
0.756939, 2.317437,-0.024116,-10.538383,2.777152
0.668629, 2.235469,0.045774,-11.274130,-3.696253
0.580320, 2.146051,-0.074599,-10.294887,12.007865
0.492010, 2.064083,0.168244,-13.476113,9.508128
0.412111, 1.959762,-0.107545,-15.755184,-13.139098
0.323802, 1.855440,0.005079,-12.274263,53.748085
0.239697, 1.736215,0.375110,-25.835596,-50.957255
0.172414, 1.609538,-0.605797,-15.549859,288.537770
0.100925, 1.467958,2.080405,-77.431382,2272.101627
0.071489, 1.281669,-0.111612,-278.079548,-1567.794342
0.046257, 1.132638,-0.886474,-159.407141,-572.995561
0.075694, 0.953800,0.389969,-210.008094,1396.593107
0.109336, 0.782414,1.190646,-69.056728,261.117488
0.172414, 0.648286,-0.151696,-19.644251,11.091621
0.248108, 0.529061,0.215246,-17.125549,22.283073
0.344828, 0.409836,-0.006794,-10.659897,4.809511
0.445753, 0.305514,0.055783,-9.203695,11.098168
0.555088, 0.216095,0.076888,-5.563421,4.516962
0.685450, 0.141580,-0.000126,-3.796905,-3.304172
0.824222, 0.059613,-0.063505,-5.172485,5.249372
0.958789, -0.029806,0.158562,-3.053311,2.117035
1.169050, -0.111773,-0.064969,-1.717922,-0.261410
1.366695, -0.193741,0.054757,-1.872921,0.449182
1.597981, -0.275708,-0.030729,-1.561252,1.301971
1.829268, -0.350224,0.100376,-0.657865,0.472607
2.203532, -0.380030,-0.034176,-0.127225,-0.086133
2.544155, -0.409836,0.024183,-0.215242,0.083649
2.813288, -0.417288,-0.018124,-0.147703,0.014264
3.078217, -0.432191,0.019125,-0.136367,0.215965
3.288478, -0.432191,-0.009577,-0.000140,-0.087816
3.645921, -0.439642,-0.001643,-0.094307,0.060931
3.948696, -0.447094,0.007228,-0.038962,0.051141
