0.046260,1.132667
0.046260,1.132636
0.090204,1.433956
0.090204,0.919508
0.134149,1.593784
0.134149,0.773429
0.178093,1.626972
0.178093,0.646793
0.222038,1.721814
0.222038,0.593739
0.265982,1.803723
0.265982,0.527564
0.309926,1.852863
0.309926,0.482185
0.353871,1.915180
0.353871,0.408906
0.397815,1.958117
0.397815,0.380262
0.441760,2.020394
0.441760,0.313399
0.485704,2.062484
0.485704,0.293760
0.529648,2.121836
0.529648,0.251968
0.573593,2.146083
0.573593,0.215642
0.617537,2.204194
0.617537,0.200300
0.661482,2.234568
0.661482,0.166740
0.705426,2.290335
0.705426,0.140036
0.749370,2.317014
0.749370,0.125195
0.793315,2.375416
0.793315,0.093243
0.837259,2.413468
0.837259,0.057917
0.881204,2.455128
0.881204,0.040171
0.925148,2.510227
0.925148,0.005913
0.969092,2.529196
0.969092,-0.028494
1.013037,2.606374
1.013037,-0.029852
1.056981,2.671978
1.056981,-0.041672
1.100926,2.796096
1.100926,-0.062875
1.144870,2.876575
1.144870,-0.092385
1.188814,2.965097
1.188814,-0.113731
1.232759,3.031188
1.232759,-0.122953
1.276703,3.106053
1.276703,-0.139003
1.320648,3.190404
1.320648,-0.162015
1.364592,3.229577
1.364592,-0.192120
1.408536,3.290108
1.408536,-0.194696
1.452481,3.361625
1.452481,-0.202543
1.496425,3.401513
1.496425,-0.217178
1.540370,3.432694
1.540370,-0.238371
1.584314,3.507663
1.584314,-0.265893
1.628258,3.558298
1.628258,-0.278033
1.672203,3.585706
1.672203,-0.286057
1.716147,3.607023
1.716147,-0.298991
1.760092,3.671076
1.760092,-0.316172
1.804036,3.715266
1.804036,-0.336937
1.847980,3.740737
1.847980,-0.348573
1.891925,3.763998
1.891925,-0.346401
1.935869,3.810916
1.935869,-0.346427
1.979814,3.842856
1.979814,-0.348410
2.023758,3.861206
2.023758,-0.352109
2.067702,3.867352
2.067702,-0.357284
2.111647,3.908826
2.111647,-0.363695
2.155591,3.941221
2.155591,-0.371100
2.199536,3.963501
2.199536,-0.379259
2.243480,3.976003
2.243480,-0.381604
2.287424,3.989613
2.287424,-0.383843
2.331369,4.021034
2.331369,-0.386658
2.375313,4.044024
2.375313,-0.390091
2.419258,4.059183
2.419258,-0.394188
2.463202,4.067111
2.463202,-0.398991
2.507146,4.082852
2.507146,-0.404545
2.551091,4.107044
2.551091,-0.409679
2.595035,4.125498
2.595035,-0.409152
2.638980,4.138605
2.638980,-0.409407
2.682924,4.146759
2.682924,-0.410402
2.726868,4.150353
2.726868,-0.412093
2.770813,4.170591
2.770813,-0.414439
2.814757,4.190431
2.814757,-0.417315
2.858702,4.206334
2.858702,-0.418414
2.902646,4.218393
2.902646,-0.420076
2.946590,4.226699
2.946590,-0.422294
2.990535,4.231346
2.990535,-0.425061
3.034479,4.235647
3.034479,-0.428369
3.078424,4.254335
3.078424,-0.432187
3.122368,4.269806
3.122368,-0.431594
3.166312,4.282295
3.166312,-0.431417
3.210257,4.292039
3.210257,-0.431546
3.254201,4.299272
3.254201,-0.431871
3.298146,4.304231
3.298146,-0.432283
3.342090,4.308056
3.342090,-0.432718
3.386034,4.321765
3.386034,-0.433208
3.429979,4.333725
3.429979,-0.433798
3.473923,4.344002
3.473923,-0.434532
3.517868,4.352662
3.517868,-0.435455
3.561812,4.359771
3.561812,-0.436612
3.605756,4.365395
3.605756,-0.438048
3.649701,4.369602
3.649701,-0.439650
3.693645,4.372456
3.693645,-0.439929
3.737590,4.374024
3.737590,-0.440538
3.781534,4.374373
3.781534,-0.441448
3.825478,4.377353
3.825478,-0.442625
3.869423,4.383883
3.869423,-0.444040
3.913367,4.389401
3.913367,-0.445662
3.957312,4.393981
3.957312,-0.447034
4.001256,4.397695
4.001256,-0.446814
4.045200,4.400618
4.045200,-0.446713
4.089145,4.402821
4.089145,-0.446706
4.133089,4.404378
4.133089,-0.446765
4.177034,4.405365
4.177034,-0.446866
4.220978,4.405863
4.220978,-0.446982
4.264922,4.405954
4.264922,-0.447087
4.308867,4.405719
4.352811,4.405240
4.396756,4.404598
